2024-01-17 16:20:26,127 INFO    StreamThr :152432 [internal.py:wandb_internal():86] W&B internal server running at pid: 152432, started at: 2024-01-17 16:20:26.127517
2024-01-17 16:20:26,128 DEBUG   HandlerThread:152432 [handler.py:handle_request():146] handle_request: status
2024-01-17 16:20:26,129 INFO    WriterThread:152432 [datastore.py:open_for_write():87] open: /home/junpyolee/git_repository/RL_Study/Project/CartPole/wandb/run-20240117_162026-zb52aqus/run-zb52aqus.wandb
2024-01-17 16:20:26,130 DEBUG   SenderThread:152432 [sender.py:send():382] send: header
2024-01-17 16:20:26,146 DEBUG   SenderThread:152432 [sender.py:send():382] send: run
2024-01-17 16:20:26,809 INFO    SenderThread:152432 [dir_watcher.py:__init__():211] watching files in: /home/junpyolee/git_repository/RL_Study/Project/CartPole/wandb/run-20240117_162026-zb52aqus/files
2024-01-17 16:20:26,809 INFO    SenderThread:152432 [sender.py:_start_run_threads():1136] run started: zb52aqus with start time 1705476026.127647
2024-01-17 16:20:26,817 DEBUG   HandlerThread:152432 [handler.py:handle_request():146] handle_request: check_version
2024-01-17 16:20:26,817 DEBUG   SenderThread:152432 [sender.py:send_request():409] send_request: check_version
2024-01-17 16:20:26,866 DEBUG   HandlerThread:152432 [handler.py:handle_request():146] handle_request: run_start
2024-01-17 16:20:26,888 DEBUG   HandlerThread:152432 [system_info.py:__init__():27] System info init
2024-01-17 16:20:26,888 DEBUG   HandlerThread:152432 [system_info.py:__init__():42] System info init done
2024-01-17 16:20:26,888 INFO    HandlerThread:152432 [system_monitor.py:start():194] Starting system monitor
2024-01-17 16:20:26,888 INFO    SystemMonitor:152432 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-01-17 16:20:26,889 INFO    HandlerThread:152432 [system_monitor.py:probe():214] Collecting system info
2024-01-17 16:20:26,889 INFO    SystemMonitor:152432 [interfaces.py:start():190] Started cpu monitoring
2024-01-17 16:20:26,890 INFO    SystemMonitor:152432 [interfaces.py:start():190] Started disk monitoring
2024-01-17 16:20:26,890 INFO    SystemMonitor:152432 [interfaces.py:start():190] Started gpu monitoring
2024-01-17 16:20:26,891 INFO    SystemMonitor:152432 [interfaces.py:start():190] Started memory monitoring
2024-01-17 16:20:26,891 INFO    SystemMonitor:152432 [interfaces.py:start():190] Started network monitoring
2024-01-17 16:20:26,901 DEBUG   HandlerThread:152432 [system_info.py:probe():151] Probing system
2024-01-17 16:20:26,908 DEBUG   HandlerThread:152432 [system_info.py:_probe_git():136] Probing git
2024-01-17 16:20:26,924 DEBUG   HandlerThread:152432 [system_info.py:_probe_git():144] Probing git done
2024-01-17 16:20:26,924 DEBUG   HandlerThread:152432 [system_info.py:probe():199] Probing system done
