2024-01-18 11:38:05,035 INFO    StreamThr :173165 [internal.py:wandb_internal():86] W&B internal server running at pid: 173165, started at: 2024-01-18 11:38:05.034743
2024-01-18 11:38:05,036 DEBUG   HandlerThread:173165 [handler.py:handle_request():146] handle_request: status
2024-01-18 11:38:05,037 INFO    WriterThread:173165 [datastore.py:open_for_write():87] open: /home/junpyolee/git_repository/RL_Study/wandb/run-20240118_113805-zuowzrj4/run-zuowzrj4.wandb
2024-01-18 11:38:05,038 DEBUG   SenderThread:173165 [sender.py:send():382] send: header
2024-01-18 11:38:05,054 DEBUG   SenderThread:173165 [sender.py:send():382] send: run
2024-01-18 11:38:05,715 INFO    SenderThread:173165 [dir_watcher.py:__init__():211] watching files in: /home/junpyolee/git_repository/RL_Study/wandb/run-20240118_113805-zuowzrj4/files
2024-01-18 11:38:05,715 INFO    SenderThread:173165 [sender.py:_start_run_threads():1136] run started: zuowzrj4 with start time 1705545485.034653
2024-01-18 11:38:05,720 DEBUG   HandlerThread:173165 [handler.py:handle_request():146] handle_request: check_version
2024-01-18 11:38:05,721 DEBUG   SenderThread:173165 [sender.py:send_request():409] send_request: check_version
2024-01-18 11:38:05,773 DEBUG   HandlerThread:173165 [handler.py:handle_request():146] handle_request: run_start
2024-01-18 11:38:05,795 DEBUG   HandlerThread:173165 [system_info.py:__init__():27] System info init
2024-01-18 11:38:05,795 DEBUG   HandlerThread:173165 [system_info.py:__init__():42] System info init done
2024-01-18 11:38:05,795 INFO    HandlerThread:173165 [system_monitor.py:start():194] Starting system monitor
2024-01-18 11:38:05,795 INFO    SystemMonitor:173165 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-01-18 11:38:05,796 INFO    HandlerThread:173165 [system_monitor.py:probe():214] Collecting system info
2024-01-18 11:38:05,796 INFO    SystemMonitor:173165 [interfaces.py:start():190] Started cpu monitoring
2024-01-18 11:38:05,796 INFO    SystemMonitor:173165 [interfaces.py:start():190] Started disk monitoring
2024-01-18 11:38:05,797 INFO    SystemMonitor:173165 [interfaces.py:start():190] Started gpu monitoring
2024-01-18 11:38:05,797 INFO    SystemMonitor:173165 [interfaces.py:start():190] Started memory monitoring
2024-01-18 11:38:05,798 INFO    SystemMonitor:173165 [interfaces.py:start():190] Started network monitoring
2024-01-18 11:38:05,807 DEBUG   HandlerThread:173165 [system_info.py:probe():151] Probing system
2024-01-18 11:38:05,815 DEBUG   HandlerThread:173165 [system_info.py:_probe_git():136] Probing git
